Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=8b72bbbf9e883245,"1톤 주5일 350만원/ 농협하나로마트 /나이무관/ 경기광주~여주,이천",대신운수 경기도 이천,"월급 3,500,000원","(주)대신운수 | 물류운송.지입차량 | 지입기사 | 정규직 | 1년이상 | 요일선택 | 조일근무 | 월급 3,500,000 | 연령무관 | 2020-11-04"
https://kr.indeed.com/viewjob?jk=46810f8f1edb560e,"이천주유소, 셀프주유소, 세차기없음, 환경미화 [숙소제공]",오늘주유소 경기도 이천,"시급 9,000원","오늘주유소 | 주유소 [숙소제공] | 주유원 | 아르바이트,정규직,계약직 | 6개월~1년 | 월~일 | 조일근무 | 시급 9,000 | 연령무관 | 2020-11-08"
https://kr.indeed.com/viewjob?jk=b98bafb64f8de239,[주말상담가능]현대모비스 1차협력업체/생산직/단순조립/검사/사무보조,와이제이컴퍼니 경기도 이천,"월급 3,700,000원","(주)와이제이컴퍼니 | 서비스업 | 사무·회계 기타,기계·금속,전기·전자·통신,자동차·선박,제품검사,품질관리,생산관리,공정관리,품질측정,최적화 | 아르바이트,정규직,계약직 | 6개월~1년 | 주4일 | 조일근무 | 월급 3..."
https://kr.indeed.com/viewjob?jk=d6a294f2b997f2b9,급급급 알바~~ 일당8만 즉시지급 단기간도 환영,에스엠상사 경기도 이천,"월급 2,500,000원","에스엠상사 | 가구배송 | 상하차,소화물분류 | 아르바이트,정규직 | 1개월~3개월 | 월~토 | 조일근무 | 월급 2,500,000 | 연령무관 | 2020-11-16"
https://kr.indeed.com/viewjob?jk=11f1fae0315ee655,경비대원[이천 아미리]월240만원(세전)주주휴휴근무,캡스텍 경기도 이천,"연봉 25,000,000원 - 30,000,000원","(주)캡스텍 경비대원모집[이천 아미리]월240만원(세전)주주휴휴근무 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무] 경비, 방문객 출입 통제 [근무부서 및 직급/직책] 근무부서: 경비대 직급/직책: 팀원 [자격요건..."
https://kr.indeed.com/viewjob?jk=beade0bebff947dc,"이천롯데아울렛 평일, 주말알바구인",이천롯데아울렛리틀그라운드 경기도 이천,"일당 85,000원","이천롯데아울렛리틀그라운드 | 유아동의류판매 | 판매 | 아르바이트 | 1년이상 | 주6일 | 조일근무 | 일급 85,000 | 25 ~ 50 | 2020-11-05"
https://kr.indeed.com/viewjob?jk=dcad2c79c80e4f0b,이천 아르보르 베이커리/브런치 직원 및 홀 아르바이트,아르보르 경기도 이천,"연봉 30,000,000원","아르보르 | 식음료 | 서빙,양식,조리,제과·제빵사 | 아르바이트,정규직 | 1년이상 | 주4일 | 조일근무 | 연봉 30,000,000 | 연령무관 | 2020-11-05"
https://kr.indeed.com/viewjob?jk=f925484e5e967ebd,샤니/성남/제빵/남여/초보/월300/생산/물류/주5일/기숙사/알바/주부/...,샤니 경기도 이천,"월급 3,087,500원","(주) 샤니 | 제빵 생산/물류 | 전기·전자·통신,식음료·음식재료,섬유·의류,잡화·악세서리,가전·생활용품,식음료·음식재료,화장품,뷰티제품,입출고관리,재고관리 | 아르바이트,계약직 | 3개월~6개월 | 주4일 | 조일근무..."
https://kr.indeed.com/viewjob?jk=e0e6da59247ed911,"하이닉스반도체/주5일근무/400만완제급/덕평공장~이천하이닉스/주,야 근무...",예당물류 경기도 이천,"월급 4,000,000원","예당물류 | 지입차매매 | 지입기사 | 계약직 | 1년이상 | 요일선택 | 협의 | 월급 4,000,000 | 연령무관 | 2020-11-05"
https://kr.indeed.com/viewjob?jk=a17ee58da82ca269,물류[지게차 리치운영가능자환영]월270만원(근무지:푸디스트 이천물류센터),혜신물류 경기도 이천,"월급 2,700,000원","혜신물류 | 물류 | 입출고관리,재고관리,자재관리,상하차,소화물분류,생산·기능 기타 | 아르바이트,계약직,파견직 | 6개월~1년 | 주4일 | 조일근무 | 월급 2,700,000 | 연령무관 | 2020-11-16"
https://kr.indeed.com/viewjob?jk=50b46a7061794739,"근무차량지원 / 지입X / 면접교통비지원 / 초보,동반입사우대 / 홈쇼핑...",롯데홈쇼핑 경기도 이천,"월급 5,000,000원","(주)롯데홈쇼핑 | 홈쇼핑물류,온라인쇼핑몰,유통,백화점,해외직구상품배송업, | 보안,주차관리,대리운전,운전,중장비·특수차,택시기사,버스기사,수행기사,배송,배달 | 정규직,위촉직 | 1년이상 | 주5일 | 조일근무 | 월급 5..."
https://kr.indeed.com/viewjob?jk=2a4e63efd8669551,제관용접공,선진산업 경기도 이천,"월급 2,500,000원","선진산업 | 금속용접 | 조공·기공보조,용접,수리기사 | 정규직 | 1년이상 | 요일선택 | 협의 | 월급 2,500,000 | 연령무관 | 2020-11-08"
https://kr.indeed.com/viewjob?jk=a0a10546ebc584c6,월250~300이상/이천시 대리기사 /부부 대환영/알바 및 투잡,동부대리운전 경기도 이천,"월급 3,000,000원","동부대리운전 | 대리운전 | 대리운전,운전 | 아르바이트,계약직 | 6개월~1년 | 월~금 | 저녁근무 | 월급 3,000,000 | 연령무관 | 2020-11-19"
https://kr.indeed.com/viewjob?jk=5792631971d49110,사음동 비비큐 금토 18~24시 알바,bbq신둔점 경기도 이천,"시급 8,590원","bbq신둔점 | 홀서빙 및 주방보조 | 서빙,주방보조 | 아르바이트 | 3개월~6개월 | 주6일 | 오후~저녁 | 시급 8,590 | 연령무관 | 2020-11-10"
https://kr.indeed.com/viewjob?jk=1404a92895ddb57b,(물류센타) - 남.여 아르바이트,케이피엘 경기도 이천,"일당 92,000원","케이피엘 | 서비스,아웃소싱 | 입출고관리,재고관리 | 아르바이트,정규직 | 6개월~1년 | 월~금 | 조일근무 | 일급 92,000 | 25 ~ 50 | 2020-11-16"
https://kr.indeed.com/viewjob?jk=f063b1dbd916c80f,[2교대/ 주간고정] 생산직 사원,씨에스컴퍼니 경기도 이천,"월급 2,700,000원","씨에스컴퍼니 | 서비스업 | 전기·전자·통신,반도체,식음료·음식재료,전기·전자·통신,반도체,식음료·음식재료,제품검사,품질관리,품질측정,최적화 | 아르바이트,정규직,계약직 | 6개월~1년 | 주4일 | 조일근무 | 월급 2..."
https://kr.indeed.com/viewjob?jk=56f545ae5beac534,이천 롱브릭스카페 주말알바,롱브릭스 경기도 이천,"시급 8,590원","롱브릭스 | 카페 | 서빙,바리스타 | 아르바이트 | 6개월~1년 | 주말 | 조일근무 | 시급 8,590 | 20 ~ 30 | 2020-11-18"
https://kr.indeed.com/viewjob?jk=9dfd11b55665b65b,전기/가구/자동차 정비 부문에서 가족처럼 일할 신입 직원,캠핑카마스터 경기도 이천,"연봉 22,000,000원 - 24,000,000원",지원자격 경력 신입·경력 학력 - 성별 무관 기타 담당업무 캠핑카 제작/수리 캠핑카 내부 가구 제작 자동차 전기 / 정비 관련 업무 상세모집요강 접수기간/방법 시작일 2020.11.3 (화) 마감일 2020.12.30...
https://kr.indeed.com/viewjob?jk=6d1dc95356feedff,[ 스마트전기 ] 전기공사 현장 업무 초보자 2명 / 경력자 우대,스마트전기 경기도 이천,"일당 130,000원","스마트전기 | 신축전기공사 | 설비공사,전기공사,일용직,설비,닥트,전기기사,설치기사,생산·기능 기타 | 아르바이트 | 3개월~6개월 | 주5일 | 조일근무 | 일급 130,000 | 연령무관 | 2020-11-06"
https://kr.indeed.com/viewjob?jk=e50bd8db0414bc4d,[평일근무/월급250/식사제공] K2 물류센터 피킹지게차 정규직원,여주 K2 물류센터 경기도 이천,"월급 2,500,000원","여주 K2 물류센터 | 입출고,피킹,다스,포장,반품,지게차, 단순분류포장 | 단순노무,건설현장,일용직,입출고관리,재고관리,자재관리,서빙,주방,조리,카운터 | 정규직 | 3개월~6개월 | 월~금 | 조일근무 | 월급 2,500..."
https://kr.indeed.com/viewjob?jk=b6a7c36642202700,[11월3일부터(3일단기)/주급] 백암화장품 물류센터 알바,브레인비즈텍 경기도 이천,"일당 92,000원","브레인비즈텍 | 인력도급 및 파견 | 화장품,입출고관리 | 아르바이트 | 일주일이하 | 주3일 | 조일근무 | 일급 92,000 | 연령무관 | 2020-11-22"
https://kr.indeed.com/viewjob?jk=926e1bab2318bdd1,[이천]물류센터/여 급여180만수당,가엘에스앤에스 경기도 이천,"월급 1,800,000원","(주)가엘에스앤에스 | 경호경비/시설경비/건물관리아웃소싱/인재파견/소독/위생업 | 물류,수행경호,보안검색,시설안전요원 | 계약직 | 1년이상 | 주4일 | 조일근무 | 월급 1,800,000 | 20 ~ 50 | 2020-11-18"
https://kr.indeed.com/viewjob?jk=a911f41a71bafc9b,베이커리 부자재 배송/주5일근무,도울로지스 경기도 이천,"월급 3,900,000원","주식회사 도울로지스 | 화물운송업 | 마트배달,일반배달,운전,중장비·특수차,지입기사,배송 | 정규직 | 1년이상 | 월~금 | 조일근무 | 월급 3,900,000 | 연령무관 | 2020-11-19"
https://kr.indeed.com/viewjob?jk=ad4ab4e432601d9e,이천 SK 하이닉스 수장 칸막이 반도체 공사현장 건설 동반입사 숙식제공...,다온인테리어 / 이천SK하이닉스 경기도 이천,"일당 157,500원","다온인테리어 / 이천SK하이닉스 | 건설업, 수장, 칸막이 , 공사현장 | 전기·전자·통신,반도체,휴대폰,칸막이,조공·기공보조,건설현장,실내공사,건축공사,닥트,칸막이설치 | 아르바이트,정규직 | 6개월~1년 | 주4일..."
